Time_ms,Detrended_Displacement_nm
0.0,2375.3958845447696
1.0,2376.5052306193597
2.0,2377.61457669395
3.0,2062.2279227685394
4.0,1746.8422688431297
5.0,1431.4556149177197
6.0,1116.06896099231
7.0,1433.6743070668995
8.0,1434.7836531414896
9.0,1752.3889992160798
10.0,2069.99334529067
11.0,2071.1026913652595
12.0,2072.2120374398496
13.0,2073.3213835144397
14.0,2390.92672958903
15.0,2392.0360756636196
16.0,2393.1454217382097
17.0,2077.7587678127998
18.0,2078.86811388739
19.0,1763.4824599619797
20.0,1448.0958060365697
21.0,1449.2051521111598
22.0,1450.31449818575
23.0,1451.4238442603396
24.0,1452.5331903349297
25.0,1453.6425364095198
26.0,1454.75188248411
27.0,1772.3572285586997
28.0,2089.9615746332897
29.0,2407.56692070788
30.0,2408.67626678247
31.0,2726.28161285706
32.0,2410.89495893165
33.0,2095.50830500624
34.0,1780.12265108083
35.0,1464.7359971554197
36.0,1465.8453432300098
37.0,1150.4586893046
38.0,1151.5680353791902
39.0,1152.6773814537798
40.0,837.2917275283698
41.0,1154.89607360296
42.0,1156.0054196775502
43.0,1473.6107657521397
44.0,1791.21611182673
45.0,2108.82045790132
46.0,2109.92980397591
47.0,2111.0391500504998
48.0,1795.65349612509
49.0,1480.26684219968
50.0,1164.8801882742703
51.0,1165.98953434886
52.0,850.6038804234499
53.0,851.7132264980401
54.0,536.3265725726303
55.0,853.9319186472198
56.0,855.04126472181
57.0,1172.6456107964002
58.0,1490.2509568709902
59.0,1807.85630294558
60.0,2125.46064902017
61.0,2126.56999509476
62.0,2127.67934116935
63.0,2128.78868724394
64.0,2129.89803331853
65.0,1814.5123793931202
66.0,1499.1257254677103
67.0,1500.2350715423
68.0,1184.8484176168902
69.0,1185.9577636914803
70.0,1187.0671097660704
71.0,1188.17645584066
72.0,1189.2858019152502
73.0,1506.8911479898402
74.0,1824.4964940644304
75.0,2142.10084013902
76.0,2143.21018621361
77.0,2144.3195322882
78.0,2145.4288783627903
79.0,2146.53822443738
80.0,1831.1525705119702
81.0,1832.2619165865603
82.0,1516.8752626611504
83.0,1201.4886087357402
84.0,886.1029548103302
85.0,887.2123008849203
86.0,888.3216469595104
87.0,1205.9259930341007
88.0,1523.5313391086902
89.0,1841.1366851832804
90.0,2158.7410312578704
91.0,2476.3463773324606
92.0,2477.4557234070503
93.0,2478.5650694816404
94.0,2163.1784155562304
95.0,2164.2877616308206
96.0,1848.9021077054103
97.0,1533.5154537800004
98.0,1534.6247998545905
99.0,1219.2381459291807
100.0,1220.3474920037704
101.0,1221.4568380783605
102.0,1222.5661841529507
103.0,1223.6755302275408
104.0,1541.2808763021303
105.0,1542.3902223767204
106.0,1859.9955684513106
107.0,2177.5999145259007
108.0,2178.7092606004903
109.0,2496.3146066750805
110.0,2180.9279527496706
111.0,2182.0372988242607
112.0,1866.6516448988505
113.0,1551.2649909734405
114.0,1235.8783370480307
115.0,1236.9876831226209
116.0,1554.5930291972104
117.0,1555.7023752718005
118.0,1556.8117213463906
119.0,1557.9210674209808
120.0,1559.0304134955704
121.0,1560.1397595701605
122.0,1877.7451056447508
123.0,2195.349451719341
124.0,2196.4587977939304
125.0,2197.5681438685206
126.0,2198.6774899431107
127.0,1883.291836017701
128.0,1567.9051820922905
129.0,1252.5185281668807
130.0,1253.6278742414709
131.0,1254.737220316061
132.0,1255.8465663906507
133.0,1256.9559124652408
134.0,1258.065258539831
135.0,1259.174604614421
136.0,1576.7799506890105
137.0,1894.3852967636008
138.0,2211.989642838191
139.0,2529.594988912781
140.0,2530.7043349873707
141.0,2531.813681061961
142.0,2532.923027136551
143.0,2217.536373211141
144.0,1902.1507192857307
145.0,1903.2600653603208
146.0,1587.8734114349108
147.0,1588.982757509501
148.0,1273.5961035840908
149.0,1274.705449658681
150.0,959.3197957332709
151.0,1276.9241418078611
152.0,1278.0334878824508
153.0,1279.142833957041
154.0,1596.748180031631
155.0,1597.857526106221
156.0,1598.9668721808107
157.0,1916.572218255401
158.0,1917.681564329991
159.0,1918.7909104045812
160.0,1919.9002564791708
161.0,1921.009602553761
162.0,1605.622948628351
163.0,1606.732294702941
164.0,1607.8416407775312
165.0,1608.9509868521209
166.0,1926.556332926711
167.0,1927.6656790013012
168.0,2245.2700250758908
169.0,2246.379371150481
170.0,2247.488717225071
171.0,2565.0940632996612
172.0,2566.2034093742514
173.0,2567.312755448841
174.0,2568.422101523431
175.0,2253.035447598021
176.0,1937.649793672611
177.0,1938.759139747201
178.0,1623.372485821791
179.0,1624.4818318963812
180.0,1625.5911779709713
181.0,1626.700524045561
182.0,1627.8098701201511
183.0,1628.9192161947412
184.0,1630.0285622693314
185.0,1947.6339083439211
186.0,1948.7432544185112
187.0,2266.3476004931013
188.0,2267.4569465676914
189.0,2268.566292642281
190.0,2269.675638716871
191.0,2270.7849847914613
192.0,1955.3993308660515
193.0,1956.5086769406412
194.0,1957.6180230152313
195.0,1958.7273690898214
196.0,1643.3407151644114
197.0,1644.4500612390011
198.0,1329.0634073135914
199.0,1330.1727533881815
200.0,1331.2820994627716
201.0,1648.8874455373611
202.0,1649.9967916119513
203.0,1967.6021376865415
204.0,1968.7114837611316
205.0,1969.8208298357213
206.0,1970.9301759103114
207.0,1972.0395219849015
208.0,1973.1488680594916
209.0,1657.7622141340812
210.0,1658.8715602086713
211.0,1659.9809062832614
212.0,1661.0902523578516
213.0,1662.1995984324412
214.0,1663.3089445070314
215.0,1664.4182905816215
216.0,1982.0236366562117
217.0,1983.1329827308014
218.0,2300.7373288053914
219.0,2301.8466748799815
220.0,2302.9560209545716
221.0,2304.0653670291613
222.0,2305.1747131037514
223.0,2306.2840591783415
224.0,1990.8984052529318
225.0,1992.0077513275214
226.0,1676.6210974021114
227.0,1361.2344434767017
228.0,1045.8487895512917
229.0,1046.9581356258814
230.0,1048.0674817004715
231.0,1365.6718277750617
232.0,1683.2771738496517
233.0,2000.8825199242415
234.0,2001.9918659988316
235.0,2319.5962120734216
236.0,2320.7055581480117
237.0,2321.8149042226014
238.0,2322.9242502971915
239.0,2640.5295963717817
240.0,2325.1429424463718
241.0,2326.252288520962
242.0,2010.8666345955517
243.0,1695.4799806701417
244.0,1696.5893267447318
245.0,1381.2026728193216
246.0,1698.8080188939116
247.0,2016.4133649685018
248.0,2017.522711043092
249.0,2335.127057117682
250.0,2336.2364031922716
251.0,2337.3457492668617
252.0,2338.455095341452
253.0,2339.5644414160415
254.0,2024.1787874906317
255.0,2025.2881335652219
256.0,1709.901479639812
257.0,1394.5148257144021
258.0,1395.6241717889918
259.0,1080.2385178635818
260.0,1397.842863938172
261.0,1398.9522100127617
262.0,1400.0615560873518
263.0,1717.6669021619418
264.0,1718.776248236532
265.0,2036.3815943111222
266.0,2353.9859403857117
267.0,2355.095286460302
268.0,2356.204632534892
269.0,2357.3139786094816
270.0,2358.4233246840718
271.0,2043.037670758662
272.0,2044.147016833252
273.0,1728.7603629078421
274.0,1729.8697089824318
275.0,1414.483055057022
276.0,1415.5924011316122
277.0,1416.7017472062018
278.0,1417.811093280792
279.0,1418.920439355382
280.0,1736.525785429972
281.0,2054.1311315045623
282.0,2371.735477579152
283.0,2689.340823653742
284.0,2690.450169728332
285.0,2691.5595158029223
286.0,2376.172861877512
287.0,2060.787207952102
288.0,2061.8965540266922
289.0,1746.5099001012823
290.0,1747.619246175872
291.0,1748.728592250462
292.0,1749.8379383250522
293.0,1750.9472843996423
294.0,1752.056630474232
295.0,2069.661976548822
296.0,2070.7713226234123
297.0,2388.3756686980023
298.0,2389.485014772592
299.0,2707.090360847182
300.0,2708.1997069217723
301.0,2392.8130529963623
302.0,2077.427399070952
303.0,1762.0407451455421
304.0,1446.6540912201324
305.0,1131.2684372947224
306.0,1132.377783369312
307.0,1133.4871294439022
308.0,1451.0914755184924
309.0,1768.6968215930824
310.0,2086.302167667672
311.0,2403.906513742262
312.0,2721.5118598168524
313.0,3039.1172058914426
314.0,3040.2265519660323
315.0,2724.8398980406223
316.0,2725.9492441152124
317.0,2410.5625901898024
318.0,2095.176936264392
319.0,1779.7902823389823
320.0,1780.8996284135724
321.0,1465.5129744881626
322.0,1466.6223205627523
323.0,1467.7316666373424
324.0,1785.3370127119324
325.0,1786.4463587865225
326.0,2104.0517048611127
327.0,2421.6560509357023
328.0,2422.7653970102924
329.0,2423.8747430848825
330.0,2424.984089159472
331.0,2426.0934352340623
332.0,2110.7077813086526
333.0,2111.8171273832427
334.0,1796.4304734578327
335.0,1797.5398195324224
336.0,1482.1531656070126
337.0,1166.7675116816026
338.0,1167.8768577561923
339.0,1485.4812038307825
340.0,1803.0865499053725
341.0,2120.6918959799627
342.0,2438.2962420545527
343.0,2755.9015881291425
344.0,3073.5069342037327
345.0,3074.616280278323
346.0,2759.2296263529124
347.0,2443.8429724275024
348.0,2128.4573185020927
349.0,1813.0706645766827
350.0,1497.684010651273
351.0,1498.7933567258626
352.0,1499.9027028004527
353.0,1501.0120488750429
354.0,1502.1213949496325
355.0,1819.7267410242225
356.0,2137.3320870988127
357.0,2454.9364331734027
358.0,2456.045779247993
359.0,2773.6511253225826
360.0,2774.7604713971728
361.0,2459.373817471763
362.0,2460.4831635463524
363.0,2145.0975096209427
364.0,1829.7108556955327
365.0,1830.8202017701228
366.0,1831.929547844713
367.0,1833.0388939193026
368.0,1834.1482399938927
369.0,1835.2575860684829
370.0,2152.862932143073
371.0,2470.4672782176626
372.0,2788.072624292253
373.0,3105.677970366843
374.0,3106.787316441433
375.0,3107.896662516023
376.0,2792.510008590613
377.0,2477.123354665203
378.0,2161.737700739793
379.0,1846.3510468143827
380.0,1847.4603928889728
381.0,1848.569738963563
382.0,1849.679085038153
383.0,1850.7884311127427
384.0,2168.393777187333
385.0,2485.998123261923
386.0,2487.107469336513
387.0,2804.712815411103
388.0,2805.822161485693
389.0,3123.427507560283
390.0,3124.5368536348733
391.0,2809.150199709463
392.0,2810.259545784053
393.0,2494.872891858643
394.0,2179.4872379332332
395.0,2180.596584007823
396.0,1865.209930082413
397.0,1866.319276157003
398.0,1867.4286222315932
399.0,1868.5379683061828
400.0,1869.647314380773
401.0,2187.252660455363
402.0,2504.857006529953
403.0,2505.966352604543
404.0,2507.075698679133
405.0,2508.185044753723
406.0,2509.294390828313
407.0,2510.403736902903
408.0,2511.513082977493
409.0,2512.622429052083
410.0,2513.7317751266733
411.0,2198.3461212012635
412.0,2199.455467275853
413.0,1884.0688133504432
414.0,1885.1781594250333
415.0,1886.287505499623
416.0,2203.892851574213
417.0,2205.0021976488033
418.0,2522.6065437233933
419.0,2523.7158897979834
420.0,2524.825235872573
421.0,2525.934581947163
422.0,2210.5489280217535
423.0,2211.658274096343
424.0,2212.7676201709332
425.0,1897.3809662455233
426.0,1898.4903123201134
427.0,1583.1036583947036
428.0,1584.2130044692933
429.0,1585.3223505438834
430.0,1902.9276966184734
431.0,2220.533042693063
432.0,2221.6423887676533
433.0,2539.2467348422433
434.0,2540.3560809168334
435.0,2541.4654269914236
436.0,2859.0707730660133
437.0,2860.1801191406034
438.0,2861.2894652151936
439.0,2862.398811289783
440.0,2863.5081573643733
441.0,2548.1215034389634
442.0,2549.2308495135535
443.0,2233.8451955881437
444.0,2234.9545416627334
445.0,2552.5588877373234
446.0,2553.6682338119135
447.0,2554.777579886503
448.0,2555.8869259610933
449.0,2556.9962720356834
450.0,2558.1056181102736
451.0,2559.2149641848637
452.0,2560.3243102594533
453.0,2561.4336563340435
454.0,2562.5430024086336
455.0,2247.157348483224
456.0,2248.2666945578135
457.0,2249.3760406324036
458.0,2566.9803867069936
459.0,2568.0897327815837
460.0,2569.1990788561734
461.0,2570.3084249307635
462.0,2571.4177710053536
463.0,2572.5271170799433
464.0,2573.6364631545334
465.0,2574.7458092291236
466.0,2575.8551553037137
467.0,2576.964501378304
468.0,2578.0738474528935
469.0,2579.1831935274836
470.0,2580.2925396020737
471.0,2581.401885676664
472.0,2582.511231751254
473.0,2583.6205778258436
474.0,2584.7299239004337
475.0,2585.839269975024
476.0,2586.9486160496135
477.0,2588.0579621242036
478.0,2589.1673081987938
479.0,2273.781654273384
480.0,2274.891000347974
481.0,2276.000346422564
482.0,2277.109692497154
483.0,2278.219038571744
484.0,2595.8233846463336
485.0,2596.9327307209237
486.0,2598.042076795514
487.0,2599.151422870104
488.0,2600.260768944694
489.0,2917.866115019284
490.0,2918.975461093874
491.0,2920.084807168464
492.0,2604.6981532430536
493.0,2605.8074993176438
494.0,2290.421845392234
495.0,2291.531191466824
496.0,1976.1445375414141
497.0,1977.2538836160038
498.0,1978.363229690594
499.0,1979.472575765184
500.0,1980.5819218397737
501.0,1981.6912679143638
502.0,1982.800613988954
503.0,1983.909960063544
504.0,1985.0193061381342
505.0,2302.624652212724
506.0,2303.733998287314
507.0,2304.843344361904
508.0,2305.952690436494
509.0,2307.062036511084
510.0,2308.171382585674
511.0,2309.2807286602642
512.0,2310.3900747348544
513.0,2311.499420809444
514.0,2312.608766884034
515.0,2313.7181129586243
516.0,2314.827459033214
517.0,2315.936805107804
518.0,2633.541151182394
519.0,2634.650497256984
520.0,2635.7598433315743
521.0,2953.365189406164
522.0,2954.474535480754
523.0,2639.087881555344
524.0,2640.197227629934
525.0,2324.811573704524
526.0,2325.9209197791142
527.0,2010.5342658537043
528.0,2011.6436119282944
529.0,2012.752958002884
530.0,2013.8623040774742
531.0,2331.4676501520644
532.0,2332.576996226654
533.0,2650.181342301244
534.0,2651.290688375834
535.0,2968.8960344504244
536.0,2970.0053805250145
537.0,3287.6107265996043
538.0,3288.7200726741944
539.0,2973.3334187487844
540.0,2657.946764823374
541.0,2659.056110897964
542.0,2343.6704569725543
543.0,2344.7798030471445
544.0,2029.3931491217345
545.0,2346.9984951963243
546.0,2348.1078412709144
547.0,2665.7121873455044
548.0,2666.821533420094
549.0,2984.4268794946843
550.0,2985.5362255692744
551.0,2986.6455716438645
552.0,3304.2509177184547
553.0,3305.3602637930444
554.0,2989.9736098676344
555.0,2674.5869559422244
556.0,2675.6963020168146
557.0,2360.310648091405
558.0,2044.9239941659944
559.0,2046.0333402405845
560.0,2047.1426863151746
561.0,2048.2520323897643
562.0,2365.8573784643545
563.0,2683.4617245389445
564.0,2684.5710706135346
565.0,2685.6804166881248
566.0,3003.2857627627145
567.0,2687.8991088373045
568.0,2689.0084549118947
569.0,2690.1178009864843
570.0,2691.2271470610744
571.0,2375.8414931356647
572.0,2376.950839210255
573.0,2061.564185284845
574.0,2062.6735313594345
575.0,2063.7828774340246
576.0,2064.8922235086147
577.0,2382.4975695832045
578.0,2383.6069156577946
579.0,2384.7162617323847
580.0,2385.825607806975
581.0,2386.934953881565
582.0,2704.5392999561545
583.0,2705.6486460307447
584.0,2706.757992105335
585.0,2707.8673381799244
586.0,2708.9766842545146
587.0,2710.0860303291047
588.0,2394.700376403695
589.0,2395.809722478285
590.0,2080.4230685528746
591.0,2398.028414627465
592.0,2399.137760702055
593.0,2400.2471067766446
594.0,2401.3564528512347
595.0,2402.465798925825
596.0,2720.070145000415
597.0,2721.179491075005
598.0,2722.2888371495947
599.0,2723.398183224185
600.0,2724.507529298775
601.0,2725.6168753733646
602.0,2726.7262214479547
603.0,2727.835567522545
604.0,2728.944913597135
605.0,2730.054259671725
606.0,2731.1636057463147
607.0,2415.777951820905
608.0,2416.887297895495
609.0,2734.4916439700846
610.0,2735.6009900446747
611.0,2736.710336119265
612.0,2737.819682193855
613.0,2738.929028268445
614.0,2740.038374343035
615.0,2741.147720417625
616.0,2425.762066492215
617.0,2426.871412566805
618.0,2427.980758641395
619.0,2429.090104715985
620.0,2430.199450790575
621.0,2747.803796865165
622.0,2748.913142939755
623.0,2750.022489014345
624.0,3067.627835088935
625.0,3068.737181163525
626.0,2753.350527238115
627.0,2754.459873312705
628.0,2755.569219387295
629.0,2440.1835654618853
630.0,2441.292911536475
631.0,2442.402257611065
632.0,2443.5116036856552
633.0,2444.620949760245
634.0,2762.225295834835
635.0,2763.334641909425
636.0,2764.443987984015
637.0,2765.5533340586053
638.0,2766.662680133195
639.0,3084.268026207785
640.0,3085.3773722823753
641.0,3086.4867183569654
642.0,3087.5960644315555
643.0,2772.209410506145
644.0,2773.318756580735
645.0,2774.4281026553253
646.0,2775.537448729915
647.0,2776.646794804505
648.0,2777.7561408790953
649.0,2778.8654869536854
650.0,2779.9748330282755
651.0,2781.084179102865
652.0,2782.1935251774553
653.0,2783.3028712520454
654.0,2784.412217326635
655.0,2785.521563401225
656.0,2786.6309094758153
657.0,2787.7402555504054
658.0,2472.3546016249957
659.0,2473.4639476995853
660.0,2474.5732937741755
661.0,2475.6826398487656
662.0,2476.7919859233552
663.0,2477.9013319979454
664.0,2479.0106780725355
665.0,2480.1200241471256
666.0,2797.7243702217156
667.0,2798.8337162963053
668.0,3116.4390623708955
669.0,2801.0524084454855
670.0,2802.161754520075
671.0,2803.2711005946653
672.0,2487.8854466692555
673.0,2488.9947927438457
674.0,2490.104138818436
675.0,2491.2134848930255
676.0,2492.3228309676156
677.0,2493.4321770422057
678.0,2494.5415231167954
679.0,2812.1458691913854
680.0,2813.2552152659755
681.0,3130.8605613405657
682.0,3448.465907415156
683.0,3449.5752534897456
684.0,3450.6845995643357
685.0,3135.2979456389257
686.0,2819.9112917135153
687.0,2821.0206377881054
688.0,2505.6349838626957
689.0,2506.744329937286
690.0,2191.357676011876
691.0,2192.4670220864655
692.0,2510.0723681610557
693.0,2511.181714235646
694.0,2512.2910603102355
695.0,2513.4004063848256
696.0,2831.0047524594156
697.0,3148.610098534006
698.0,3149.719444608596
699.0,3467.3247906831857
700.0,3468.434136757776
701.0,3153.047482832366
702.0,3154.1568289069555
703.0,2838.7701749815456
704.0,2523.384521056136
705.0,2524.493867130726
706.0,2525.603213205316
707.0,2526.7125592799057
708.0,2527.821905354496
709.0,2845.426251429086
710.0,3163.0315975036756
711.0,3164.1409435782657
712.0,3481.746289652856
713.0,3799.350635727446
714.0,3800.459981802036
715.0,3801.5693278766257
716.0,3802.678673951216
717.0,3487.293020025806
718.0,3171.9063661003956
719.0,2856.5197121749857
720.0,2541.134058249576
721.0,2225.747404324166
722.0,2226.856750398756
723.0,2227.9660964733457
724.0,2229.075442547936
725.0,2546.680788622526
726.0,2864.285134697116
727.0,3181.8904807717063
728.0,3499.495826846296
729.0,3817.100172920886
730.0,3818.209518995476
731.0,3502.823865070066
732.0,3503.933211144656
733.0,3188.546557219246
734.0,2873.159903293836
735.0,2241.2782493684263
736.0,1925.891595443016
737.0,1610.505941517606
738.0,1611.6152875921962
739.0,1929.219633666786
740.0,2246.824979741376
741.0,2880.925325815966
742.0,3198.5306718905563
743.0,3832.6310179651464
744.0,4150.236364039736
745.0,4151.345710114326
746.0,4152.455056188916
747.0,3837.068402263506
748.0,3521.682748338096
749.0,3206.296094412686
750.0,2574.4144404872764
751.0,2259.0277865618664
752.0,1943.6411326364562
753.0,1944.7504787110463
754.0,1945.8598247856364
755.0,2579.961170860226
756.0,2897.565516934816
757.0,3531.6668630094064
758.0,3849.2712090839964
759.0,4166.876555158587
760.0,4167.985901233176
